"","HPC1552","HPC1553","HPC1555","HPC1556","HPC1560","HPC1561","HPC1563","HPC1564","HPC1565","HPC1567","HPC1568","HPC1569","HPC1570","HPC1571","HPC1572","HPC1573","HPC1574","HPC1576","HPC1577","HPC1578","HPC1579","HPC1580"
"4e95f3bc8f16beda788849a4e496e5ae",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f94946970288e36030d8e943dbc5bbb",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500827f5eb77cfedcae3579e53ec8c76",0,0,0,0,0,0,0,0,0,35,14,54,111,0,0,0,0,0,5,6,0,3
"51194b8233acaff275c41bf94ca2c735",96,209,199,307,113,234,80,129,58,0,0,0,0,60,193,138,22,0,0,0,0,0
"52197dca75d1808bd2fa7e5d033f310f",0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5325b623f48091942b79da221094c206",6,0,31,4,35,0,13,3,35,0,0,0,0,4,0,10,40,0,0,0,0,0
"535644fbdf865ddd0cc9ea93502a6bbc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"546f62608ec43ae23e9d337db1c0c587",0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54e1df2289e6a784eaebc42527234aad",3,0,27,0,0,5,0,0,8,0,0,0,2,1,0,13,2,0,0,0,0,0
"55062e73de4a329a87628ff9f37b1ad7",0,0,0,0,0,2,0,341,0,0,0,1,0,0,0,0,0,43,0,19,0,35
"5579452b3e48a6507174b8add11f30bb",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55b58124016596c4a6b7b2c4b7633efb",4,2,0,39,11,3,0,0,0,7,48,11,8,0,0,0,0,25,43,8,6,19
"55dc227df61b5886c6219fc13e273064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0
"55ddd43c22951df6f258f5c7e78d8241",17,0,77,0,23,59,0,54,3,0,14,0,0,12,26,6,0,0,0,0,0,0
"55e8e0fb06bcd13c165ab6e4d7a69454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"5605fd1628fe3606f204b56d55622ce2",0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5647003638a528ef4b1ddcf5ff19fbe7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"57bdaf7acf546676afff67df37e9a1b5",26,0,32,0,10,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"57f88509141dd7b2173f2dd7050ae2e7",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
