"","HPC1671","HPC1672","HPC1673","HPC1674","HPC1675","HPC1676","HPC1677","HPC1678","HPC1679","HPC1680","HPC1681","HPC1682","HPC1684","HPC1685","HPC1686","HPC1687","HPC1688","HPC1689","HPC1690","HPC1691","HPC1693","HPC1694","HPC1695","HPC1696","HPC1697","HPC16971","HPC1698","HPC1699","HPC1700","HPC1701","HPC1702","HPC1703","HPC1704","HPC1705","HPC1706","HPC1707","HPC1708","HPC1709","HPC1710","HPC1711","HPC1712","HPC1713","HPC1714","HPC1715","HPC1716","HPC1717","HPC1718","HPC1719","HPC1720","HPC17201","HPC1721","HPC1722","HPC1723","HPC1724","HPC1725","HPC1726","HPC1727","HPC1728","HPC1729","HPC1730"
"213a40e2dac25319691b889f447688c3",0,0,0,7,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218814b1473236a565c490e8122c6d88",0,12,3,6,12,0,4,0,0,10,0,27,0,0,4,1,49,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,3,0
"22793edc9cd9907ce5d798d27d9bea22",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0
"22bb52c5f8aac058e6bd8146d1b3fe27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22ff386478a9def9ae87f45c5c101406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"230512791272401033e01677ec5dc252",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23b935857c2905d6797c0c650fcb117b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23cbd4281484f51bda8944278248a5ba",0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"242f5203f381b544768b8a550f120ae6",0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8
"243878730eba8e846f5a2ab8f1544bd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243c43bfaa33c5ebb23daf3336ec57c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,31,13,0,24,31,16,0,0,0,13,0,35,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"24b4ea001944ba76e643be9e7b75cb86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24c70ba42443f6cc45265a2769e4e49c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2543dd8ec108ba946069649982de4e33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259933104865d0181d7a213e14fa6a24",9,20,4,6,2,0,17,1,15,0,63,4,0,0,0,42,1,11,2,7,9,5,2,0,0,0,0,1,3,0,0,1,0,0,1,53,29,0,12,14,33,6,27,0,11,0,0,6,4,0,1,17,5,4,26,6,5,7,24,1
"25c5417971dcacb69a73aea3019a7c23",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261935bf4d4df64dc9206ab7ccfd645e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,4,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,4,0,4,0,0,0,0,0,0,2
"2628bc3ce0449352d3090092eba9ebc8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"265a370d110c69a565cdcc09dd2ec31a",0,0,0,0,0,0,0,0,0,21,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27b7792c37c7ac25faffd360a4f6a129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2849ae4e04864aa470fcafd5f8c86473",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2884f446b7bb73b0f419f130e9aa55b9",0,0,2,0,0,0,5,0,2,0,2,0,0,1,0,4,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,6,0,0,1,0,2,0,1,0,2,0,0
"28e992ec5957c74684c8c65b46202f97",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
"290ca4b2c3fe8efa51c3227e293ea677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,7,182,0,593,0,102,105,23,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0
"293c013b8b4d9e2e73a5900a1364255a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29d9af249d83e5fc67054ff02cbce1c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2a6d594e52c9b6334bcffef4db6a2fc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2aeadc96ea4c4d04479c996d08cee17e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b4970ca6af26e91607595a26a75099b",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b62fe8b3f8211040e64fa8fc5b36b27",3,0,0,0,0,0,0,0,3,4,2,0,13,5,16,0,29,40,19,2,1,2,0,0,0,0,8,2,4,0,0,7,12,0,0,3,0,0,0,0,3,0,9,7,0,0,2,0,0,0,0,0,4,0,8,6,0,0,0,0
"2bc3a8be44773e80d2ad7e283df00376",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2c002806ae1639497f151f76616af94e",0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2c036b1943b360bf2dfa70230fbf78b5",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2c84f91a860f29c5ebd69a2021f41199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2e424c331fd4cc1ff133695d5b9514cd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,54,72,0,0,9,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,17,0
"2f0eada40c43563cb3c75ae371da2664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2f30622249380e3377597026ba46ad4c",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,7,5,6,0,0,12,0,2,0,0,0,0,14
"2f49610f9b40af4a510bd644f3efad4b",2,4,3,3,2,7,1,0,5,11,5,0,0,24,11,0,2,39,10,0,1,1,0,0,8,2,0,3,0,3,0,5,0,0,1,7,105,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,6,4,2,0
"2f8d47332b12dd771e9fefc4167c4680",0,148,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2fca1e4e9cc1bfb1cc193ab2d6f1b05d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,12,7,5,3,0,0,0,1,0,0,0,0,0,4
"30126f83fbacf86f62b86d30caa9c983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"302c25410e905a32fac3f59019a52c7a",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3088a14eb98815ddfc6829219fe2ece3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"319497d1f9726ac3e901b0bf0e0672d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324a1fb663ce21ad21fa1a4814f02fb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3262a7e70e1dd963244d1d00a2b9281a",0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"333bbc214b6947b8d7796ace0aefa3bf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0
"33821016e68ce838bdff3bcb57daf11b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34a4b02c3cbaf244e04ce6fa0f3465a4",4,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355467c1358ae54626efbeb1ede7dc0d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35e9627ed3c81ea8f1a6c20155e8191a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"363cc719a76f2d65f7cc6058c48ffe8d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37a735a589da0a94a2ba7b17f800101d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384e011b832c43c9b451701329a5a17c",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,17,0,0,0,0,0
"3889c757cbbb522208de62cf9892f10b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0
"3903dfd1b6cb63d6edd12f208615ccf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39dd91d31a247df32517663831ab88e4",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,3,0,0
"39ffb9d76fac554e243855153d0b7179",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"3acabd6f54da9cb052a07e959307c0cb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b180b5dd5fed6eac59f8908b236b689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b6e6d03c26addb29bc6157c38b2e536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"3bccbc77e7dd2ab37755eab737c70f9f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3c604a3201e8ba638398a8022cf81237",0,0,3,0,0,11,0,0,0,0,0,5,13,0,0,0,15,18,11,58,25,0,0,94,0,0,63,9,65,5,0,0,46,25,0,97,23,2,6,34,30,33,17,4,17,22,7,4,20,12,3,24,16,10,6,0,1,6,21,4
"3d05e4b4a6977705e8bc654291f15a02",27,0,11,35,0,15,0,5,25,0,23,0,30,1,0,0,31,0,6,7,5,14,3,0,12,12,2,7,1,0,0,40,2,67,1,6,23,0,4,0,2,0,2,1,16,0,4,6,12,4,3,15,6,12,40,9,14,3,0,0
"3d1bb8aed46d91b0b5fc1ba9a9af2f48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3d3c5220daf3304ee76980882c27e71f",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3d47bf23798d66c7c6c726b136df5e31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
"3d7fd8a1b7c690baeb988682bbbd1a64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"3e70d124741af565e6195ad7f1827a22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3ed42a2a6a97d92ca05a9def60ae129a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3f5f33463b91ccc7de9c17a2a1dc98ff",0,0,0,0,0,0,0,0,0,0,0,7,0,41,0,0,29,86,0,0,0,0,2,3,0,0,0,0,0,0,72,0,0,0,17,0,0,0,0,23,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0
"4094b513acb17b04870a99a5d74e4c3d",0,41,5,0,0,0,34,69,0,0,0,0,11,2,0,1,0,0,0,0,0,0,18,0,19,15,0,0,84,0,8,25,0,0,0,44,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"41152e8a5f5f452a0b48ae0be59bbf64",0,0,0,0,3,0,0,0,0,0,2,0,0,4,0,0,0,0,0,20,14,0,7,7,7,0,0,0,0,0,0,3,0,8,0,0,6,0,0,0,0,0,0,12,4,8,10,6,0,0,0,2,0,3,0,0,4,0,6,2
"41611cc955196b78440f38958466937f",0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,1,6,3,11,0,0,6,0,0,0,0,84,0,16,1,38,66,0,92,0,0,2,0,0,1,0,24,13,0,47,18,25,18,20,9,141,2,6,1,1,0,8,0
"418d9b5900f345a50bb8bb7e77bc5fe0",0,0,0,0,0,0,0,0,0,0,0,3,0,0,135,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419bb4dcdf8a17f4af9b17e4abe3d3ec",0,0,0,0,0,48,0,7,0,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,114,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41a1e2b189fb844cc6f709b415c7cb03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,15,1,7,32,38,34,0,1,0,4,0,3,0,5,12,0,23,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,31,0,1,0
"41a8e284802f5e9202cfa5f842e43b4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,2,0,0,0,0,0
"41dcffb21d6fa07760f8602154567510",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,6,0,0,22,0,0,0,3,0,2,0,0,0,0,0,0,0
"41fd9e459c911a3b7a474a3ba4d16fb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4243d90941dd5826c6601bd0d628e752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4324339c02149a8564e61850dc616a78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"43914fd4c3dba72c8a090619d3e4c1af",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0
"448682f25e4edde440902c8b33f6df45",258,30,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,83,0,0,19,0,0,0,0,184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"449411d71eed0ff4804e1aa0984f496a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44be4c7bdd680e21b5d6aa4223ed66a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44d03b7de750db6268d79bf3b7b3f565",61,51,95,65,9,42,32,17,11,0,8,23,40,64,0,17,23,101,2,79,30,51,15,23,12,0,17,42,24,50,65,2,71,17,72,67,49,43,0,15,2,7,11,16,14,0,19,35,9,8,9,12,7,0,25,9,11,36,22,3
"44dfb4b956d8f977709af6df8bfe3e13",12,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,12,3,0,0,0,0,0,1,0,4,0,0,0,6,2,1
"45af6bcc7daaaf271ce8970ae13d887c",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4708ba7577269496637a3524a71e3057",0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0
"479c85bd49b21ba6a5a00d7b13766555",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47b7cb4025b7d3b0efe74271c4df5ee5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4832d5e8bbdf4b088316c74366493854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489855189d9686629879eb3ede9486f8",0,48,21,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,435,1,0,0,0,0,0,0,0,0,0,0,37,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,28,0,0
"498360bf0e3bea63817172cc8e57f786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
