"","HPC1401","HPC1403","HPC1406","HPC1408","HPC1409","HPC1410","HPC1412","HPC1413","HPC1414","HPC1415","HPC1416","HPC1417","HPC1418","HPC1419","HPC1420","HPC1421","HPC1422","HPC1423","HPC1425","HPC1426","HPC1428","HPC1429","HPC1430","HPC1417KNZ"
"d19ab6062fc0399c27645b6da87fa597",0,0,0,0,0,0,0,56,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d21710911b184d6eee705efbd62291d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0
"d2a3b0bff7e77e696d61747db220e5eb",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"d3fde8c76baf89da74067b510353335a",0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d433dc4aa91bc9daa5f53f5ec5a21684",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d5674bc4146a8055523ad04123e69337",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"d6a1f0a127d0ac180c9d664b35e33ab3",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d6bfb4a12ae37cc3afa209f64b766bdb",0,0,18,2,0,0,0,94,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0
"d80f3d6368c3e7ec328bff638a272abd",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d8ad4bab95f1c96a8148b1e85a1047d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"d8fb9ae030e1b8c35452cd8897bcfa19",0,0,0,7,0,0,13,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0
"d905cc371e1d9fa50a177230e5c14355",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"da854ed0345bde4815f588e990197f8e",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"dac977091c36ad3cf5b1dc51be836544",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dcfa160aa0639bb6a24f8fe3534f3d3e",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dd48440e364f7cbd4a59efb70de4c998",0,0,0,2,0,27,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0
"dd7008e8576eac2369d61ea6be4201f9",0,0,0,0,0,0,0,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"de4ed0bff88b2c77a9af8bdf38b1f1e3",17,2,0,4,8,10,6,2,2,8,9,64,46,4,8,39,0,40,0,5,0,6,0,32
"de6dfa90142f537868169167ee3c97e9",0,1,0,3,5,0,12,3,4,6,0,2,1,0,0,7,1,9,2,7,0,12,0,1
"de9be834fc7b42169a00cab2af100d2f",1,0,0,3,0,0,4,0,6,6,3,6,0,1,1,0,0,0,0,0,0,0,0,0
"df01d553195b33509cf4594ce7b8894e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
"df194c1bb0d2958e892c22038dab81a0",0,0,0,0,0,0,53,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,15,116
"df22ac41e91b9ac5d229ad84dc14798f",0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"e030b8a227571bbf8895cd8707888c74",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0
"e1102aa8497f7a776bad1c8e79814f7a",6,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,1,0,0,3,0,0
"e164bdd76758ba8773463f96042e87e2",0,1,9,0,0,0,0,16,0,0,0,0,2,0,1,0,0,2,0,0,2,2,0,0
"e1731db90436ff821ce7a5d9dd01e3f1",0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e21251704acee76a1259cf7abb92f921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
"e22e90dc88d530a3e1df2299063b6fa0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,1,0,0,0,0,6,2
"e2d470f4ea2ee62af59e9e8deff156ff",0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e328c2957e2e9cc2c000c5e337c6d6f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"e353510f589c999862b99e58b5261f4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"e4312ea6755ce892f11fd1cfec87feef",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e4bb6d30f5c4b7293c6b4583634f7724",0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"e5682e86239a3955624c619135927dbc",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,22,1,1,0,0
"e58ebcda778bce3f4ca3a33397822452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"e597ccfe45843414575081e1a9473fc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
"e5d6e777993a77e6d3395b040da98107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"e653d2072a0ba5d211f3efa7fa2666b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"e68e70d81d7a64a3bcccc61986d61692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"e70453a9ca859e98820cc90884b2cd3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0
"e70be14b59b96b60426f8ccf4ccb9899",30,0,0,12,0,0,17,0,0,0,0,0,0,0,0,62,0,0,0,0,0,7,34,0
"e70d700a66f6f8c1b7015ae8bd757a4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"e746b3149463dd60cbdb1e685c0e93db",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0
"e80fc88b1e7f9bf15ed3154e66f45c59",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e843c4b4c8c564d48fc56608ff2a61c6",0,0,18,469,3,0,0,0,0,0,444,0,0,0,28,258,0,0,0,0,0,0,0,0
"e8be8273c24834ca59aac18e88774862",0,0,21,0,0,17,7,15,0,0,0,73,3,3,2,13,0,0,20,0,2,0,0,63
"e997ee1d057834c8599876127664ec6a",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e9edf388319c89c9fce4107efadfe2cc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ea6f798e18f5111e81d0d1311520d357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"ea8e740f398f46ed51e2583f8d4c3dff",0,0,1,3,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,13,1,0,0
"eaeb39796ac186f4f0de98502ccb5189",0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb004bb56bfcfb528423999878626e16",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb89ba67d163d87cf67e752e6abc78ea",2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"ebd36b4d49f39fc3767575b66c4a2ad6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
"ec24a0ea221098dafcfd4855eb9d87b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0
"ec491f12fa816bcf42ea183b7a9be534",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0
"ecda2e57d922a12ab0582d25e0e027ed",5,0,3,0,0,0,0,0,46,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ece1e0a6a7937a0a7466d2e5642660ef",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"ee47b326c380e50faa878032111391d2",0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee827df34d1e79d2abef5c563ea7d155",17,0,6,5,15,0,27,14,9,14,124,156,58,26,22,32,9,24,2,45,33,18,6,112
"eec2199a0528917145eabfec8c6ae91d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,38,0,0,0
"f022cd56ba8ed11aa1d449de2cf19ac5",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f04e36e772fd810296e6e9d8837d7465",0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f0d2a7581c4bd7f58692d33441b0136e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,309,0,0,0,0,0,73,0
"f10465c7f7c8e2c5977d5855616345f2",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f1b2c530b8f36ad6ebcafd910373b7a3",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f240b0a63131c9e78f626e2c8ff68383",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"f26f75216e50e0fe70db3cd291a2a4d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"f27b4e30ad42a6d1b2e393abcd9dd063",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f2c76dca0b6749e7ad74cd8d6a94779e",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f2e20ef42e47d0746b62a973467cfb5d",0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,8,0,0,6,0,4,0,0,0
"f3155ca1b4e5abf9ef4d4f7c3c3feca1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f3c67ba0c408a8f7844d603910d8a263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"f413858fbdf000bc77863ebd85937e8e",0,0,0,2,4,0,0,0,0,12,0,0,2,0,4,21,0,0,7,0,0,0,4,0
"f51dbad5017c05d57855a21926bfe568",0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"f62eb952e695c1cf0ca9b60698fa09f2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f698ac835f16974d9d1322ca8a33b0a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"f72978893c85cd6f3a89598b280923a3",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f78395fdb4e6ecd556541cef2f90bd79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"f7c46d8b4100b5f92040dfbb279fad6c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"f80d8e32afac44c4ee4ad900140e209d",0,0,19,0,0,0,0,0,0,0,0,0,0,0,96,0,115,0,0,0,0,0,0,0
"f8b02361f454cfe28d532c57747df123",0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"f9dafe96320c72d254ec9dbba2653bb7",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f9fa9ff66690e5897a0d8081756bf5af",0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,2,0
"fa0a007ed36c520f046ca04f37e35dfb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"fa183e0588a0216763d67f28701f8112",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"fa704dd14a06b0791eda86161dd260b1",0,0,0,0,0,0,3,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0
"faea103e94547fa3642a96cc32e485ca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"fb0ab617a4bec7d7956ec643385518a0",0,0,0,0,3,0,0,0,0,0,0,0,11,0,7,0,0,1,30,0,0,6,2,0
"fb19621368814e7b77c321684e0f7358",0,1,4,31,27,0,0,8,0,13,0,38,1,14,6,95,2,84,30,0,5,0,0,32
"fb82c0b1733200ee85bd9c562b4c096b",0,0,2,0,0,0,0,5,51,3,2,0,0,15,5,0,1,0,0,0,0,0,6,0
"fc0a40a4c7dc4c6a13befa94a49ff3c1",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"fc5e2a0e71bb7025d2af2864bff26784",0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,3,0,0,0
"fca962888b6117b6e26eeb06d309a4c7",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,1
"fd88aa89ef7aba81bda46d7c47ed1b02",0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0
"fd88d355676826758b3975652fddfd77",0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,3,5,0
"fdc1b9e544332f3f7e45711d574a950c",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe09ccbc5ff61b899d57e35d83cbdbcd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ff845e1a352363161773e5c3884e5990",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,132,0,0,0,6,0
"ffc9f8e72d1f1dbe8674831b3b20f85e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
