"","HPC1463","HPC1464","HPC1465","HPC1466","HPC1467","HPC1468","HPC1471","HPC1472","HPC1473","HPC1474","HPC1475","HPC1476","HPC1477","HPC1478","HPC1479","HPC1480","HPC1483","HPC1486","HPC1487","HPC1490","HPC1483KNZ"
"9fdf41799c084c867c8d142f3712a20b",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a0e46ac8eba28347ab8bec688a4beb35",0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,6,0,0,0,1,0
"a167f5d3a20c485b2f471ab2c37726ea",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"a197959cdc581704e2ed506a2c350835",0,53,21,16,0,20,2,19,0,24,5,0,0,3,64,20,0,0,2,4,0
"a2c357a0da9e05120d4bf4ea5d207424",52,16,18,37,18,11,114,102,4,107,39,12,0,48,248,80,28,67,44,98,23
"a3ada875cb829435e99a7a9d61c52e8b",0,0,4,0,0,0,5,0,6,0,0,0,3,5,0,5,0,0,0,0,0
"a3b081ba449377e89f03e3a5b7894d71",0,0,0,0,0,0,0,18,0,0,3,0,0,0,137,0,0,354,613,0,0
"a4c33d6fb422f28580951805de91b629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"a56c075d92493e4a4fa662f517b6d4de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
"a7492f328db73571d15ddc6764974771",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"a75c3fe015c27d4e9322e1942b708fab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"a76143fcccaa547f6ee2ce7505c72528",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a80b45532b0eb5add61e7db5ec03a4fd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"a886f19f4c3d62eb52b13ef9275a9bf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"aa31ac57cd269efafdbc8dc070a8c0a6",7,0,7,0,0,0,0,0,0,2,0,0,0,0,0,7,0,1,0,0,0
"ab1345c4db7fcf14e9a3cabf552ea274",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"abc4f61d0f16b9063c9957c2342a95b4",0,0,0,0,3,17,0,5,14,0,0,0,0,0,0,0,3,0,0,0,0
"ac1bf9d049f07734f832bb2ec03ad8a0",0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"acd40a8452e94bfb14d3e466a2054bd5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ad564993b27c05403159a1fec6f0121b",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"adcfc15021257fdbd2b341a078c805df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"add5fa04356ef8de355d131bd6a8b141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ae5cc5d9e97e828e2bec809c951c3bbc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
"b07f8b3173c460d5788af0b0c4d1759a",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"b0e2d6a36c9c7d4e82ca8e6973b624bf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"b1f12720c9fdcbc57f844b042513706a",0,0,2,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,16,0,0
"b242e342e90601b672c89118c11703c6",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0
"b2c876c87ecc655a28c5cd606e84650d",0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,3,18,0,12,21,12
"b30f8e276f129bf3fed0372567bf9228",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"b3d3e65b4060afcb1a284940290c9e1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"b3db988932c36733f5900c6e3a8f4c59",0,0,2,0,20,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
"b579162c3306e9227d909c025b4b93b6",0,767,16,0,0,577,0,0,665,0,44,0,0,0,361,0,0,0,0,0,0
"b704e8b262581e66feeb69ffbfb40916",44,0,615,0,0,821,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0
"b8aa8ec082622c1f8affc6f3b81b9145",330,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0
"b8bdb08e00c58b0357c86a766da0c25f",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"b948ad523ea85dfd46d7fe6d8e58f9fd",0,0,0,11,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"ba7c9356eceed18354e4ab587172fab8",0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1
"bb6ccf76f7a1b278da9ebdfd8ecb9799",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"bbafcbced83a1e2095adf69243ef4a17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0
"bbb724d663f39ce2ff3305ae12f801cc",0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"bbfc412e61b83ccf64d8fe364c108734",3,0,0,0,0,0,3,0,28,0,29,0,0,0,0,0,0,9,1,0,0
"bc185faf9ec7ee88f4fff10dd05725f3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bc710dee36909e63c516a2db6d0bff54",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"be44ca7830cb0eabfb800a5a67a6a756",0,3,0,2,0,2,0,0,4,0,0,0,1,0,0,1,0,1,0,2,0
"be81e9534f64bf6d7cc665fa0d02ba3c",2,0,0,0,0,3,9,0,7,0,0,0,0,0,2,4,0,3,13,19,0
"bea64cae41a783ff2a13ab83b663c71a",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,40,0,0,0
"bf1f2247ed8cc506a4a1a469e0193080",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"bf7326383717cca9aeafae12f004a3d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"bfcdb25a294b0ef84e964f4f9d964a94",0,214,118,560,307,333,255,137,177,150,45,117,172,25,79,411,136,181,3,10,122
"c132da58284d771dc8d139f93c7a54c5",5,7,13,0,0,0,0,9,0,18,0,0,47,4,8,0,0,3,0,17,0
"c1b911d3050ceec7c64a33edfcde2ab2",0,0,0,0,11,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"c2ee2c7c136154a676840ec23002d034",0,4,25,0,0,0,34,24,0,3,0,13,0,0,16,0,0,10,11,3,0
"c354ef460023df4e2f6da07df4f6b7b8",0,0,0,0,0,0,30,0,0,50,0,0,1,0,0,325,0,385,0,0,0
"c379a58c1e9a614264fc7359907465d5",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"c4a4f7d4298be6587b88d7c8824ee4a1",0,0,0,0,0,0,0,2,0,0,3,6,0,0,0,0,0,0,0,0,0
"c595a6f3431803bf7101317fd85ec23b",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"c6292261aef296d5088023149bb308e4",1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c63c8347285c78a1f6357e79826a20f4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c6a814659d35e3b3db5f065838992a6f",11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
"c6bee26d60c7ac66ac0e409e7221ec12",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,6
"c72be7befb629450a3b5baae4886ec08",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c738095f4cb87d2283e250dcff1c8760",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"c7aebe3ff00d1b27d95056b2bfc18738",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c8298513a2d9c48129a2fe4d363e9fba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,29,0
"c90056b1d6ca34743ae4c67201246ef3",6,3,2,2,3,10,28,11,37,118,16,114,6,38,58,10,6,16,13,35,5
"cabbe72bb85bda9646b88fde34da279b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"cbaf6371652f3f9257368c98ae7294f9",0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0
"cbc4c77e61ae22c1dc6c41c6fa7af4db",0,165,16,0,13,4,0,87,0,7,0,0,177,0,0,0,1,0,2,0,0
"cbdd0137619de0e267aee8dcfe97a52c",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"cc170c48e6b4ea72e8d85f5668a280e9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"ccb4374195824a4ff0d9b48d19b36ffc",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
"cf82fbe157d6c713ab034354492c227e",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0ab9fb16e8767994f10be1724900fdf",0,0,0,0,14,0,10,27,16,17,20,33,5,30,32,10,25,19,0,13,15
"d0d49a868d682ae745d71f4fbfba71b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"d27cf77f6ee80fcd079da8578c936893",0,0,0,0,0,0,0,0,0,77,1,161,8,0,0,21,0,0,0,0,0
"d3fde8c76baf89da74067b510353335a",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,5
"d6a1f0a127d0ac180c9d664b35e33ab3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"d6bfb4a12ae37cc3afa209f64b766bdb",0,0,5,0,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0
"d7c2b020e2604ed37efad0bee73b978b",0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
"d8ad4bab95f1c96a8148b1e85a1047d3",0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,0,0,0,0
"d8fb9ae030e1b8c35452cd8897bcfa19",0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0
"d9970f62595701425d35bf8c94ade74a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"da854ed0345bde4815f588e990197f8e",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dcf3f0bd54693ef395ba7b22972de726",3,0,0,2,0,6,3,8,10,0,0,3,0,0,0,4,20,4,1,7,0
"dcfa160aa0639bb6a24f8fe3534f3d3e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ddb92a10e6534e91f64b377f6db853d4",0,0,0,7,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
"de4ed0bff88b2c77a9af8bdf38b1f1e3",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"de7a6f4b4a17e40a362a66504500eb69",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
"de9be834fc7b42169a00cab2af100d2f",0,6,0,0,3,0,3,7,7,1,3,3,0,9,0,0,0,0,0,0,0
"defdcfedb6979cae1921328b95a0d311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"e164bdd76758ba8773463f96042e87e2",0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0
"e1731db90436ff821ce7a5d9dd01e3f1",0,5,0,0,0,0,4,5,0,10,0,0,0,0,0,0,0,0,0,0,0
"e33690669190c9c4cc44cf480f3b4851",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"e3c6350116bb9cc1123d04dd4d802288",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e558755bda4c68b9947e37aeb4e2010e",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e56705fc7879985b1c3642c9fc907221",0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e5682e86239a3955624c619135927dbc",0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"e676172c4d95d211b2d120072a280fdb",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"e791e85ee4d7cb0f5a0c20f828ecf481",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e80fc88b1e7f9bf15ed3154e66f45c59",5,1,0,4,0,2,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0
"e843c4b4c8c564d48fc56608ff2a61c6",0,1,0,0,107,0,0,502,0,0,48,0,0,0,0,0,2,331,0,83,3
"e86320404aff3cb070eb9d7928a3ff94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"e8be8273c24834ca59aac18e88774862",0,0,0,57,13,0,2,1,5,39,18,0,20,5,0,0,0,8,0,9,0
"e9edf388319c89c9fce4107efadfe2cc",4,0,4,4,1,1,7,3,0,0,0,0,0,0,1,1,0,1,2,0,1
"ea6f798e18f5111e81d0d1311520d357",0,18,0,0,0,0,0,0,0,0,0,0,66,37,0,0,0,0,0,0,0
"ea8e740f398f46ed51e2583f8d4c3dff",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0
"eaeb39796ac186f4f0de98502ccb5189",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"eb81e528cc53c88e630380325766222b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ebc88bd81b8ffa82363b5a1e4e6004d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14
"ec02bd46404894d3cc828452b694246a",0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
"ec19baa24ae011405fe754d2e277a74b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,1,0
"ece1e0a6a7937a0a7466d2e5642660ef",0,2,7,0,1,0,2,8,0,4,0,0,0,0,0,0,0,62,1,6,0
"ecedb7298c83754cb5e2cd8f57ccac2e",47,25,48,0,0,3,17,4,57,19,0,26,1,5,19,34,16,32,95,118,14
"ee827df34d1e79d2abef5c563ea7d155",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ef6fd39c354301ccde2102775f5c65c5",0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"f0d2a7581c4bd7f58692d33441b0136e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"f1de5e2e1eeaaf5213e0bf416f4fd044",0,0,0,0,0,1,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0
"f27b4e30ad42a6d1b2e393abcd9dd063",0,0,26,0,3,0,5,0,0,2,9,0,39,0,0,0,20,0,0,0,18
"f3c67ba0c408a8f7844d603910d8a263",2,0,0,0,4,0,1,12,0,0,0,4,0,2,0,0,12,0,0,12,6
"f51dbad5017c05d57855a21926bfe568",0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,2,0
"f66c6161365d99970dffa5e3a4985fa7",0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0
"f72978893c85cd6f3a89598b280923a3",4,0,0,0,0,0,10,0,0,12,8,14,0,5,8,0,0,7,0,5,0
"f9d32b172ae04cea995e90f9ab0e2060",5,15,0,5,0,3,0,0,0,0,0,0,0,0,0,5,11,0,0,14,0
"f9fa9ff66690e5897a0d8081756bf5af",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"fb57ce6e6e5fee8e61bee068c701b65d",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"fcc8d7ed032423b15d19b3738bcc3584",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"fd88aa89ef7aba81bda46d7c47ed1b02",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"fd88d355676826758b3975652fddfd77",0,0,7,0,0,0,81,0,0,0,1,0,24,0,0,0,0,0,0,2,0
"ff845e1a352363161773e5c3884e5990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
