"","HPC1491","HPC1492","HPC1493","HPC1494","HPC1495","HPC1496","HPC1497","HPC1498","HPC1500","HPC1501","HPC1502","HPC1503","HPC1504","HPC1506","HPC1507","HPC1512","HPC1515","HPC1517","HPC1518","HPC1519","HPC1520","HPC1518KNZ"
"63b3e279d79527e15571e0695be73a89",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0
"64a4120ad60a06da523fc690d3b62003",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"64c217e69e7609aab725bda47022f406",5,16,14,31,2,1,16,89,0,32,27,4,14,18,30,60,67,5,75,2,3,48
"652177b74e1009d99f81843a80698de3",0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0
"65316b075919a823fbe3dee2177b2662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
"65942255ad8818e5300a2a1501314958",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65a82a5c911961c932169c0e220e77b2",0,0,0,0,0,0,0,1,0,0,0,4,2,5,0,6,0,0,0,0,0,0
"65c3609dc0d57f9ea75f577ce7e1f567",0,0,0,0,0,1,0,1,0,0,8,3,0,1,0,3,0,0,0,0,1,0
"670369c4f32a179a5f0d76a5b0c97aa6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"67380cd1a8cb97e0864b9a3e6daf9575",0,237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"67dbb76f582ee5bf148f1cbd5681492d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"6804efc3d5386bf151909466e36588a3",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"6875c0481fd234d454389a8ed7cc71cf",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68a0eed1ae398832e64e3094e8f5c7a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"68aaa816a09bddf77302d383796b276c",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69a90201e3d82e24ae8558cdd0e9c4b4",0,0,0,4,0,1,0,3,3,0,0,0,0,5,3,0,0,5,3,0,0,0
"6a9d5b534328bc7d4e16b30cca05621b",0,0,0,0,0,108,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"6b23984b2fe17d5f9edfe155f224e3e5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"6b283e64341526a8b63ca659dfef98e5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"6b3496fd07be8a13b07ead88083179a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"6c007dd250c08e2b573a004557e0fcc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,15
"6c1aca20caa77a2ab96e9def38eb1a8f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
"6d53cdd772c4fc0282c670c81aeab3a0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"6d614b4314a3507b39b1856d1911160f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"6e04eb0b099d89855e4e229caca943a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,0,0,10
"6e28ba17b7b0e0bb43a0bf751695f359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"6facf795ec58ba88213ded6b7a769fd8",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6fc8fdf6401e53683cc2fe1e62cfc6d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"70b1d53995e11a3784ad8f0b5b37587c",0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0
"71f95ed8154a369c4db5c66cbb0f7b36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"72211ab6dda8354bc2a4dc33b8d18bdb",7,0,0,0,0,0,0,0,0,0,55,0,7,0,0,0,0,0,0,0,0,0
"7258c86b16370d40379950c641bcd0fb",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"72663adb78a1b10cc8deaeb60fe50f8e",0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"7289534ec800d59f66d4194a0ab076ed",1,0,0,0,0,0,0,7,0,0,0,0,0,0,5,1,0,0,9,0,7,7
"72e56a4a661eadae7fa982e4fd1b0ed0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"7341a868b2cf72ab81d78d6a0e907f7a",0,0,0,0,0,58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7343bc77c1b37ce23112b5f3e1e900bb",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"75d645539b3350b78d2b93cf490e7e53",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75fc6d9895fa40375fb4f40db931ba39",0,5,0,0,5,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"7605961befa3702a958c526a0d655366",0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"79188b9060ef8d3f67919ba31dfa29bd",4,1,3,3,0,0,48,80,13,0,0,0,25,0,0,0,0,30,56,0,120,52
"797c4f9a3de7217f8b7f1be97a35b6f0",0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"79c3870c7692212a7c527cb27a6e9b42",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7af0fc7093882aa0b2dc022e6a6c179b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"7bdd6dd2e1578b5ca8cb56bce22e3234",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7c9c1abaca7e48a1a6203c52dc125f22",2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7e07c9eda876bea7f192c2e506799924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"7f1f4f62310993992280e13982a7df35",0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2,4,0,0,7,0
"808b2084c548db053486ba67b18f4a31",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"80dc63f8264796e5dfe129d502a9bd08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2
"80de25715ab3930d4ca22131f051a4f8",2,0,0,0,4,0,3,0,0,6,0,0,10,0,5,8,5,0,0,0,0,0
"816c688eaeb3d4b4d21be4439ce2f422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"8183827be5cd525bee0da22712875fc0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"826e857074a82ee3ab948f5c3603e37a",0,0,6,3,0,0,0,0,52,0,5,0,15,0,0,110,0,0,12,0,31,21
"82788aa8b553c94bcdda7cb288a55f0e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
"84b6319cc04e29b3d9fd9017fb8c1d5e",2,3,0,0,0,0,0,0,15,0,1,0,1,0,0,1,0,0,0,0,0,1
"850501623998a7803834edf51e83daf5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0
"8515468dfd4d318c5bc5d748f1ccd16c",49,3,0,3,0,0,0,0,0,1,0,0,0,0,0,6,4,0,23,0,16,24
"868efabd515dd726b71b7251ccacc7df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"86cefe15bf9186d9841e52b8d2140dea",0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"88aa34331312c7d0c5aad9d9815ce8db",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
"89290e92c498ac72b3c0f055dd2aff12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"8a506093618486094e4ea9195c45bfd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"8b4998398240ec0fad2757dd5e1c6fe2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
"8b90dd4264a6820ec36dedd5ecf18bd1",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"8bb82fcd7e4bf572fec94e389c71890f",0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8be2ac63941f893f51e415c1ed9a1547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"8c406939ddcf61dd3605a8041b4b1ee8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"8c694aec46d18add999eab7efd4cc97e",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"8d03a02f499c122acf65553e758ec372",0,4,0,0,0,0,8,2,0,0,15,0,0,0,1,0,3,5,0,6,4,0
"8d4eba2bdd46f28c2b0640b73dc4961b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,3
"8dbd828ea797f2b99f206068d0ec13f4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,139
"8e8de8ad663b3c59d523b0802ea5a7ea",4,0,2,0,0,0,1,8,0,5,3,0,0,1,5,0,0,0,4,0,0,0
"8ea2d22cc09a311033ce0cbef2accca7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"8f20155cab8961f657a4824a6340f8c7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"8f325bf51a0d50864541831d59c18210",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8f719bd3929b0c781ed6d85861f1ab72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8ffdb6c004078ceb883b0a5efa241f8f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"9092610bc29d4369a53aa25143bda796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"91b096d235ee04c097596d94d00a896c",211,9,1,0,23,0,0,0,0,0,0,201,0,0,69,63,268,0,14,38,12,10
"93043307c86da9894b793b773afda646",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93949ed85a779a69a810bbce16aaf3a5",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"9505be29d2fa52676230a091b00ca36b",8,9,4,0,0,10,0,0,0,0,1,13,16,0,0,0,0,0,0,0,0,0
"958c174f7c10d24b52c24ff496a5ae06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"959831f6a19bd9ffda2265819bbdff60",2,0,5,36,18,0,0,0,0,10,11,0,0,0,13,0,0,0,0,0,0,1
"95db23a57306bc528b998b18bdd3e170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
"95faeecbb69333a07837b11d12c978ac",0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
"9602403b7c5b2f3c1c1673453ecf6ccf",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96358673195cfa8d619a1835c75f8fca",0,0,54,539,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9671ec8289fb2663501f64f7b59adf66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"96aace646f9e7318b78528075ba18d16",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"96c7a1de72529afafdc50e1069d08563",0,0,0,0,0,0,0,2,0,303,0,0,0,0,0,0,0,0,0,0,0,0
"97f48dcce1b129d5c3278b95a30ee9fa",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"99acfd4c1ad124e31f52036a0e9c0f07",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"9aaa60378b2f5e36c3ae7b5d1a332297",234,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"9ab9c32ce47ae58e04c2b1ddff90e0d6",0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,10,0,0,0,0
"9b60c18284198f475c7b045e8cb3f1e7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9b9a4c0d38bfd1cbca13ad7ca796e121",0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"9b9c99f616e71afe3cfe3d681383df60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"9baadd58cbfe73844b4d5c0947cabf3d",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"9bc1120338b7a6c016602acf4e11955e",0,8,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0
"9bc253a31c38698695ef7d1686eb09aa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c3f34b26938a4e9273b5ddc9fadf7bf",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e439ed3c3ad40c07b0d74d2e74f158e",0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,0,1,0,0,0,5,0
"9f073c7d9d421aecbccef9482ddaa256",0,4,1,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0
"9f09935c802ae14a5722686b18ce7a09",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"9fdf41799c084c867c8d142f3712a20b",1,9,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,8,0
"a150a91c1d8c5b312909c44054d99d56",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,3
"a25d3fd2c928bd83309cd99b75f1e50d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"a2c357a0da9e05120d4bf4ea5d207424",27,10,16,18,42,41,63,102,17,8,24,18,23,40,62,73,74,87,116,21,33,104
"a3b081ba449377e89f03e3a5b7894d71",0,107,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,463,0,0
"a3e690433a5d05d6986e73778039b877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"a4c33d6fb422f28580951805de91b629",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7492f328db73571d15ddc6764974771",3,2,3,50,0,15,0,32,0,1,7,21,1,0,0,0,0,0,3,0,9,0
"a75e61e60935cc00ec6f9f5b18e2e153",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0
"a76143fcccaa547f6ee2ce7505c72528",1,0,0,0,0,0,0,1,41,0,0,0,0,0,0,2,0,0,0,0,0,0
"a8c7d3a33a04c86ea181459ea7226e4c",2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"a92592c27ed9a271b75b8508126bd83b",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"aa31ac57cd269efafdbc8dc070a8c0a6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ab1345c4db7fcf14e9a3cabf552ea274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ab833d760826a6ca6400f05b9b6819df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ac1bf9d049f07734f832bb2ec03ad8a0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ac22a559ac2178dbbdcdcb21a456adb5",0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ac4e2c132e64d6ded6194d97d18d6395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4
"acd40a8452e94bfb14d3e466a2054bd5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ad0517f63b97eb7f2d585aff52a82a5a",0,2,2,0,0,1,0,2,0,0,7,1,0,1,0,0,14,0,0,2,0,0
"ad4cd90ead523e7fbed264686f08f022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"add5fa04356ef8de355d131bd6a8b141",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0
"affc646afca684200893baaee5179492",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"affca838ffefa9cd706b16017bb3a1d5",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"b02810077387713aaf9c334168cb217f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16
"b1222a37561d251e0d90372457289dab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,2,11
"b15b01fc4830a197960c36c76cbd872a",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b15f4b0376ee671573d77c88882f224a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
"b22c4bfbed9705913d76ee036c4d32ae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0
"b35f2c5aeb6f837ef9525c03b736747e",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b3db988932c36733f5900c6e3a8f4c59",0,0,3,1,1,0,0,0,0,0,0,0,53,3,0,0,0,31,20,0,3,15
"b59c0cb9b3c115b8122d6b238b91db80",0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b5c664a0164d4208088951904ee2836c",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"b663f3caf7e5b53da8dec91859ff75a2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"b6a91c19a4fe996af94d5841a4e21e42",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b704e8b262581e66feeb69ffbfb40916",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b7feff2cd0940d1d1e3734c7746ed900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"b83b207c52cb6b099f766bcab3546a55",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"b890bed803678ce63162050dbafedd03",4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"b89815f6cebf170e08b2b8913c166836",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"b8aa8ec082622c1f8affc6f3b81b9145",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b995fdb4ff67c22176ea2845c3b4b27e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"bb6ccf76f7a1b278da9ebdfd8ecb9799",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,2
"bbb724d663f39ce2ff3305ae12f801cc",3,0,3,0,4,0,0,0,5,0,3,0,2,0,0,0,3,0,0,0,0,1
"bbfc412e61b83ccf64d8fe364c108734",0,6,2,0,0,0,6,0,0,18,0,0,0,0,0,6,0,8,20,2,7,4
"bc2dca03830ac4d471db3c64ead32c0f",0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"bc710dee36909e63c516a2db6d0bff54",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bccfb4893855a28b947a56c10ef18989",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bdb2d08c1eb98d9630bb091cf3ec35a0",2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bdbf9620abef81d5535fa6a99a39d7c4",0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bdf1b9320afae9faa81dcd0746f39d78",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0
"be39c04213d03bbb9ddd7d244b98d615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"be44ca7830cb0eabfb800a5a67a6a756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"be81e9534f64bf6d7cc665fa0d02ba3c",0,2,4,7,0,19,4,1,0,0,0,0,1,0,13,0,5,0,5,2,12,2
"bea64cae41a783ff2a13ab83b663c71a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"bf1f2247ed8cc506a4a1a469e0193080",0,2,0,0,0,12,0,0,1,0,4,4,12,0,0,0,0,0,5,0,3,0
"bf727dfd6e74cb13a5e4420ffafd1438",0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bf7326383717cca9aeafae12f004a3d1",0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
"bfcdb25a294b0ef84e964f4f9d964a94",66,4,55,17,30,29,4,0,289,235,121,8,20,48,77,10,161,103,1,13,18,6
"c017fffe4b2390658f3fc755a15d325c",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"c0df105a43db9827405a3c4d652c16da",0,0,57,12,26,0,4,0,0,232,0,66,113,24,0,0,13,0,0,107,16,0
"c12abc6eef167f07397bd62db7bcdbbf",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"c1979dd45333b8dc0d5d5d03e7e72976",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
"c1f91bf0de4827887a8652fe3170623c",0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"c22bea380dfd07a18649d6212ab95a77",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"c2ee2c7c136154a676840ec23002d034",6,0,1,0,4,0,0,0,0,2,2,0,3,0,23,0,0,0,0,2,2,0
"c354ef460023df4e2f6da07df4f6b7b8",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c379a58c1e9a614264fc7359907465d5",0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c37e673f2d76f2674e84c67397c47362",0,0,0,0,0,0,23,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"c3a5aa8e580ba49872d77c9b351d2dac",0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,16,0,0,4,0,0,2
"c442bea63c2ce46f1bf1b2f415e28a01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"c4fec71cca899b2608b825693fcb1a84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"c55db7a652b1e887c7d6d32687ee41d3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c57aec4c20aef87d0e636db4e22bf2ef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"c595a6f3431803bf7101317fd85ec23b",17,39,50,38,0,76,0,7,0,0,17,75,123,0,11,0,0,15,16,0,14,15
"c6292261aef296d5088023149bb308e4",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c67761768d3bd6ddacbe0720a0e707f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"c6a814659d35e3b3db5f065838992a6f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"c6b49038d3b098bb0f399566cc25cc91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"c6cf1b9fe242ff77e83f88faeff1a309",9,15,0,0,0,43,0,0,0,2,0,0,5,0,0,0,0,6,0,0,0,0
"c72b6260bfc0ae68d94af86d1adabbc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"c72be7befb629450a3b5baae4886ec08",18,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7aebe3ff00d1b27d95056b2bfc18738",3,0,0,1,2,0,0,0,0,0,0,4,1,0,1,1,0,0,2,0,3,0
"c90056b1d6ca34743ae4c67201246ef3",7,3,0,0,0,0,0,35,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"c95433441ff9e4f14e2d5ef104a98fb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"c993fee365c7c3a4640e1bd8ba3851e1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ca3d1767aa69a17e1aa54b8bd4261d6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"cb37e9508d7221014ba77cc8f96f3c11",0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"cba96deb211120afe2d47b72d5e33845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"cbc4c77e61ae22c1dc6c41c6fa7af4db",0,0,0,0,0,0,0,0,0,0,0,123,262,0,0,0,0,0,0,0,0,0
"cbdd0137619de0e267aee8dcfe97a52c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"cc170c48e6b4ea72e8d85f5668a280e9",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"cc6f58f9d89f7b1edfdc6658e84ff58a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5
"cdcc84e73bd7af2a8a1e6af59f2b25bb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"cdd0be4640d5a0e9c4304bd9716c475a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ce01c9ba6deed158809c963d4340c601",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cef8e806ec2c356ef855d125dc2cd450",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"cf82fbe157d6c713ab034354492c227e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"cf97c04cf3020734e34d72f891dcf446",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"d02c172342b6b41574e9fe29f95fd055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
