"","HPC1491","HPC1492","HPC1493","HPC1494","HPC1495","HPC1496","HPC1497","HPC1498","HPC1500","HPC1501","HPC1502","HPC1503","HPC1504","HPC1506","HPC1507","HPC1512","HPC1515","HPC1517","HPC1518","HPC1519","HPC1520","HPC1518KNZ"
"489855189d9686629879eb3ede9486f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"498360bf0e3bea63817172cc8e57f786",0,0,2,0,0,0,0,0,0,6,0,0,4,0,0,0,0,7,3,0,0,0
"499b187b1bfd265489cfda4b4cb4d8c7",0,10,0,0,6,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0,6,2
"4aa7480b0c8992101bbc99f37d87283a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"4b045fdd81a50cbe7916c2793381ce4d",4,0,2,0,2,0,3,7,0,1,0,0,3,1,15,0,1,30,7,1,6,4
"4b59ec7cb5f9d5a293b7a6bd86625084",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"4b916c47b7b6a33da403a5dd3606743f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"4c3f744326739cfcb797c290083783e5",3,0,14,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,5,1
"4c85f6eb8b5388ee4a46c2cb2719daa4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4d06fd961ccde5a149ee9949629301a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0
"4d48d7ff5be648dbff5d977be48b6c8e",0,0,0,0,0,0,4,13,0,0,0,0,3,0,0,0,0,0,3,0,0,0
"4d7192c5a137cf7ed293a21a21043126",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"4d79feabc5bbc6227b7cda98be35a465",0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0
"4e0f0e494eca3907de68b815147a98f4",0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f5678f16e6e19f7f6638d8f5dd476ef",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"4f8c8e41fa14dc280582fc9bd26bcbab",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0
"4fd4520ef55489d25bcd2fe1d4748612",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"51194b8233acaff275c41bf94ca2c735",0,21,145,55,0,24,18,0,1,0,2,1,0,9,75,20,0,34,2,0,0,0
"51908ef8c74539aa92b2b9786e011934",0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"522f17a20b884e53b7e2693b431fce4c",0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0
"5258032d24d55e20bf14e853dffd5400",0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53353788c0056c2ae8a0796ff05c4fbb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,40
"53ea7c64178dbbce1e1a4722bfaeec1e",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"54305693ac20167cca877f883539d0a4",7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"55062e73de4a329a87628ff9f37b1ad7",0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"55b58124016596c4a6b7b2c4b7633efb",0,14,0,0,0,0,0,0,24,0,2,0,0,0,0,27,0,0,11,0,0,4
"5642157fa573ca5b7b2c265fdd1d376a",0,0,0,4,0,0,0,0,1,0,0,0,0,4,0,7,0,0,4,0,0,6
"5676840dcb48c723631bddfa87256e53",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575b472a8f9b077a8b9186957cd23741",0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5995e644fe223f3ae9031b8851811d15",21,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5a20b9f9b38234c1dac21cd942876080",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"5a9bf2a72bf109dcb4016f4fad80c794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5abd62a51de58d47dcad03304fe0ecdf",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5b0210400b09979c17155c6f68f51f6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"5b6c2bf00901f56cae04c18483b274a5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8
"5bc648bddeb33a57dc2d0c1c85d2e8e7",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,16,35
"5bd156f519995271cadeeaeca6d70c48",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5c35358f9cf2811d7c01d6ae6338ac4c",0,3,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0
"5c754ef9ac193585d3f40e898f37fa6d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5ce6b0274af40b261ae9ea2a5cd9aa45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"5d12c5354286cda7c52d5c46170a37ea",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"5e0b1e533d803d7c69e76c2c42359773",0,0,0,18,4,0,0,0,4,0,0,0,3,0,0,2,0,0,0,9,0,0
"5ede7fd03d722dc5639044b5a606c4d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"5f4de94e76dee59701c7c82a02434c55",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"5f55d5c59eb1f4a61aeac6deb998002c",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5f9270e492afaa0d07c4de501ea92b69",0,0,0,3,0,4,0,0,2,0,0,0,8,7,0,0,0,0,8,0,12,5
"602e6f3ae37ad50bbb096c4266475243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"6038cbf29d9df32a9c04c69b9aec44cb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"603be18164bde09818d5345c3442ed43",0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"603d5b77bed5eeee5c7cb25d7f7385d0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"60a6e509822b724c7aef5d07e7dd5fa8",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"60c3d644187c0e3533afb230533308b5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"61d31bedcdb022077d75c9c804abb782",4,0,0,0,0,10,0,0,0,0,19,0,0,0,1,0,0,0,0,0,2,0
"62e480b7fbc49d15d3d2a0fe6aef5f88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
