"","HPC1521","HPC1522","HPC1524","HPC1525","HPC1526","HPC1527","HPC1528","HPC1529","HPC1531","HPC1532","HPC1533","HPC1534","HPC1536","HPC1539","HPC1540","HPC1541","HPC1542","HPC1544","HPC1546","HPC1547","HPC1549","HPC1550"
"68aaa816a09bddf77302d383796b276c",0,0,0,0,0,0,0,0,74,0,0,0,2,0,0,0,0,0,1,0,0,0
"68e29d7d8d07777d8e97b73f27b55ecc",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"692f56cca435b44b3cc620184e1ad1b6",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69ef3e1f427563b51b19b178802a3071",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"6ab700bd29db8f5769564ce0793ab73b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"6b283e64341526a8b63ca659dfef98e5",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6b444d14e3b3d3bf05b8e8f01c020fdd",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6cd4b4c53c592c1463402002e9ac39fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6d5f29dd52b4561905067ff97092fd44",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6e04eb0b099d89855e4e229caca943a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6e14aa93e976f784b5235093a71d2f92",0,0,0,0,0,0,0,0,5,0,0,0,8,0,3,0,0,0,0,0,0,0
"6e28ba17b7b0e0bb43a0bf751695f359",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70b1d53995e11a3784ad8f0b5b37587c",0,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110,0,0,10
"7104f0af7045244d030c460dc94a96d5",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,10,0
"72211ab6dda8354bc2a4dc33b8d18bdb",0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
