,Kingdom,Phylum,Class,Order,Family,Genera,Species
1487,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Dissoconiaceae,,
1490,k__Fungi,p__Basidiomycota,c__Tremellomycetes,,,,
1491,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
1492,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,,,,
1493,k__Fungi,,,,,,
1494,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,
1498,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__unidentified,s__unidentified
1505,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,
1507,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,,
1508,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavulinopsis,
1509,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
1511,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__unidentified,g__unidentified,s__unidentified
1512,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
1513,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,s__unidentified
1514,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1516,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,s__unidentified
1518,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__unidentified
1519,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,
1521,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Lachnocladiaceae,g__Vararia,
1524,k__Fungi,p__Rozellomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1525,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,,
1526,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,,,
1528,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__unidentified,g__unidentified,s__unidentified
1531,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1535,k__Fungi,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Ciliophora,s__unidentified
1537,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Hydnocystis,s__unidentified
1538,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1539,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
1541,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Tremellodendropsidales,f__unidentified,g__unidentified,s__unidentified
1543,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__unidentified,s__unidentified
1544,k__Fungi,,,,,,
1548,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
1552,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cuniculitremaceae,g__Kockovaella,
1553,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Geoglossum,s__unidentified
1555,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__unidentified,s__unidentified
1558,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Mycena,
1563,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,,
1567,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,
1571,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Gigasporales,f__Gigasporaceae,g__Scutellospora,
1573,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Cuphophyllus,
1574,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Cunninghamellaceae,g__Absidia,s__unidentified
1577,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,
1579,k__Fungi,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Ciliophora,s__unidentified
1581,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,
1584,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,
1585,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1587,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,s__unidentified
1589,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__unidentified,g__unidentified,s__unidentified
1591,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,,
1594,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__unidentified,s__unidentified
1596,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,s__unidentified
1598,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,
1599,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
1603,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,
1605,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__Pluteus,
1611,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1612,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Entylomatales,f__Entylomataceae,g__Entyloma,
1614,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,
1615,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,,
1616,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1618,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Hygrocybe,s__unidentified
1619,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__unidentified,g__unidentified,s__unidentified
1620,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,,
1627,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,
1634,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,
1635,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1639,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1640,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1641,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
1642,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
1644,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,,,
1647,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Gigasporales,f__Gigasporaceae,g__Scutellospora,s__unidentified
1648,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,
1649,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__unidentified,g__unidentified,s__unidentified
1653,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,
1656,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__unidentified,g__unidentified,s__unidentified
1658,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,,
1661,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__unidentified,g__unidentified,s__unidentified
1664,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
1665,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__unidentified,s__unidentified
1666,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__unidentified,s__unidentified
1667,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,,,
1670,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__Rhodotorula_toruloides
1672,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__unidentified,g__unidentified,s__unidentified
1675,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,s__unidentified
1676,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Sclerodermataceae,g__Scleroderma,s__unidentified
1681,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__unidentified,s__unidentified
1682,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Gigasporales,f__Gigasporaceae,g__Scutellospora,
1683,k__Fungi,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Ciliophora,s__unidentified
1684,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1687,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__unidentified,g__unidentified,s__unidentified
1688,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__unidentified,s__unidentified
1691,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,,
1694,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,
1697,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
1699,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,
1701,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,
1705,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,s__Metarhizium_marquandii
1706,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Leucoglossum,
1707,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
1710,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Gigasporales,f__Gigasporaceae,g__Cetraspora,
1711,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
1712,k__Fungi,p__Ascomycota,,,,,
1718,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__unidentified
1721,k__Fungi,p__Ascomycota,c__Eurotiomycetes,,,,
1722,k__Fungi,p__Entorrhizomycota,c__Entorrhizomycetes,o__Entorrhizales,f__Entorrhizaceae,g__Entorrhiza,s__unidentified
1724,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakia,
1725,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__Rhizophagus_prolifer
1726,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,,
1727,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,
1731,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Tremellodendropsidales,f__unidentified,g__unidentified,s__unidentified
1732,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,,,
1733,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavulinopsis,s__unidentified
1736,k__Fungi,p__Rozellomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1737,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,,
1738,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
1740,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Clitocybe,
1741,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,,
1742,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crepidotaceae,g__Simocybe,
1743,k__Fungi,p__Basidiomycota,c__Tremellomycetes,,,,
1746,k__Fungi,,,,,,
1748,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
1749,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,,,
1751,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1754,k__Fungi,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Ciliophora,s__unidentified
1757,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Trichoglossum,s__unidentified
1758,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
1760,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,,
1761,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__unidentified,g__unidentified,s__unidentified
1762,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,
1764,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,,,
1767,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,s__unidentified
1770,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1773,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Rhodocybe,s__unidentified
1774,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,,
1775,k__Fungi,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Ciliophora,s__unidentified
1777,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Hemileucoglossum,
1779,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1781,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,,,
1782,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Thanatephorus,
1783,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Gomphillaceae,g__Corticifraga,s__Corticifraga_peltigerae
1784,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,,,
1789,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__unidentified
1790,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__unidentified
1792,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,,
1793,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,,,
1794,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1797,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,s__unidentified
1802,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,,,
1803,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
1805,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Ophiosphaerella,s__unidentified
1807,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
1808,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,
1810,k__Fungi,p__Glomeromycota,,,,,
1811,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__unidentified,g__unidentified,s__unidentified
1812,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
1815,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__unidentified
1816,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
1818,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,
1819,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Hygrocybe,
1820,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__unidentified,g__unidentified,s__unidentified
1822,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
1823,k__Fungi,p__Ascomycota,,,,,
1824,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,,,
1828,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
1830,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
1832,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,
1839,k__Fungi,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Ciliophora,s__unidentified
1841,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Lachnum,
1843,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__unidentified,g__unidentified,s__unidentified
1844,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
1848,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,s__unidentified
1849,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,
1850,k__Fungi,,,,,,
1851,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1852,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,
1855,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
1856,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,,
1857,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
1858,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
1859,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__unidentified,g__unidentified,s__unidentified
1861,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
1864,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
1868,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
1869,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,,
1871,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__unidentified
1872,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__unidentified,s__unidentified
1873,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
1874,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1876,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__unidentified,g__unidentified,s__unidentified
1878,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,
1879,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1882,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,
1883,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1885,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Pucciniaceae,g__Puccinia,
1889,k__Fungi,p__Ascomycota,c__Geoglossomycetes,o__Geoglossales,f__Geoglossaceae,g__Geoglossum,s__unidentified
1890,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__unidentified,s__unidentified
1891,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,
1893,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
1894,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,,
1898,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Magnaporthales,f__Magnaporthaceae,,
1899,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,,
1900,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1904,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,,
1905,k__Fungi,p__Ascomycota,c__Dothideomycetes,,,,
1906,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1907,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,
1909,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
1911,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,
1913,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,g__Eriospora,s__unidentified
1917,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,
1918,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Magnaporthales,f__Magnaporthaceae,,
1920,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Phallaceae,g__Mutinus,s__Mutinus_bambusinus
1921,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,,
1922,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__unidentified,g__unidentified,s__unidentified
1923,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Xylaria,
1925,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
1926,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,
1928,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,s__unidentified
1929,k__Fungi,p__Glomeromycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1931,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
1932,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,,
1933,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,,
1937,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,
1938,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__unidentified
1941,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
1942,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__unidentified,s__unidentified
1943,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Mycena,s__unidentified
1944,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,,,
1946,k__Fungi,p__Ascomycota,,,,,
1947,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,
1950,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__unidentified,g__unidentified,s__unidentified
1951,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__unidentified,s__unidentified
1953,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__unidentified,g__unidentified,s__unidentified
1956,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,
1957,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crepidotaceae,,
1961,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__unidentified,s__unidentified
1963,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,
1964,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,,
1965,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,,
1966,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__unidentified,g__unidentified,s__unidentified
1967,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,,
